sample_id	case_id	run_name	split	record_id_x	record_id_y	num_floor	num_bay_x	num_bay_y	bay_x_in	bay_y_in	story_h_in	pga_x_g	pga_y_g	duration_x_sec	duration_y_sec	scale_factor_x	scale_factor_y	peak_roof_x_in	peak_roof_y_in	peak_drift_ratio	peak_drift_percent	recovery_steps	recovery_rate
case_0011/peer_16	case_0011	peer_16	train	RSN1000_NORTHR_PIC090	RSN1000_NORTHR_PIC180	4	3	6	120.0	120.0	132.0	0.10292310267686844	0.18625900149345398	39.9900016784668	39.9900016784668	1.0	1.0	0.5239576101303101	0.815130889415741	0.0024140614550560713	0.24140614550560713	0	0.0
case_0012/peer_65	case_0012	peer_65	train	RSN5785_IWATE_54036EW	RSN5785_IWATE_54036NS	7	6	6	180.0	180.0	168.0	0.1629423052072525	0.11663530021905899	59.9900016784668	59.9900016784668	1.0	1.0	5.074564456939697	5.732479095458984	0.010795162059366703	1.0795162059366703	0	0.0
case_0013/peer_40	case_0013	peer_40	test	RSN4860_CHUETSU_65033EW	RSN4860_CHUETSU_65033NS	6	4	2	132.0	132.0	168.0	0.26193109154701233	0.3228605091571808	59.9900016784668	59.9900016784668	1.0	1.0	2.651712417602539	5.364030361175537	0.00916412565857172	0.916412565857172	2	0.00033333332976326346
case_0014/peer_62	case_0014	peer_62	train	RSN5777_IWATE_54011EW	RSN5777_IWATE_54011NS	4	5	6	180.0	180.0	144.0	0.16693450510501862	0.14851810038089752	59.9900016784668	59.9900016784668	1.0	1.0	2.2398769855499268	1.154218077659607	0.0057687596417963505	0.576875964179635	0	0.0
case_0015/peer_67	case_0015	peer_67	train	RSN5801_IWATE_55442EW	RSN5801_IWATE_55442NS	4	2	5	180.0	180.0	144.0	0.14493779838085175	0.19040289521217346	59.9900016784668	59.9900016784668	1.0	1.0	1.0412189960479736	1.0200954675674438	0.0032452677842229605	0.32452677842229605	0	0.0
case_0016/peer_4	case_0016	peer_4	test	RSN167_IMPVALL.H_H-CMP015	RSN167_IMPVALL.H_H-CMP285	6	6	6	168.0	168.0	144.0	0.18663910031318665	0.14707009494304657	57.02000045776367	57.02000045776367	1.0	1.0	1.3186633586883545	0.7502970099449158	0.0023837494663894176	0.23837494663894176	0	0.0
case_0017/peer_35	case_0017	peer_35	train	RSN4840_CHUETSU_65003EW	RSN4840_CHUETSU_65003NS	8	4	4	180.0	180.0	132.0	0.176276296377182	0.09089092910289764	59.9900016784668	59.9900016784668	1.0	1.0	5.091807842254639	4.04330587387085	0.010231678374111652	1.0231678374111652	0	0.0
case_0018/peer_30	case_0018	peer_30	validation	RSN3759_LANDERS_WWT180	RSN3759_LANDERS_WWT270	5	6	4	180.0	180.0	144.0	0.12281209975481033	0.12350679934024811	56.595001220703125	56.59000015258789	1.0	1.0	1.851500391960144	1.4414393901824951	0.004217885434627533	0.4217885434627533	0	0.0
case_0019/peer_23	case_0019	peer_23	train	RSN1104_KOBE_FKS000	RSN1104_KOBE_FKS090	3	4	4	120.0	120.0	144.0	0.18455709517002106	0.21509380638599396	79.98999786376953	79.98999786376953	1.0	1.0	0.6618152856826782	0.414188951253891	0.0022515691816806793	0.22515691816806793	0	0.0
case_0020/peer_26	case_0020	peer_26	train	RSN1121_KOBE_YAE000	RSN1121_KOBE_YAE090	2	3	2	180.0	180.0	168.0	0.1576341986656189	0.14721469581127167	89.0199966430664	89.0199966430664	1.0	1.0	1.000903606414795	0.7677468657493591	0.004130895249545574	0.4130895249545574	0	0.0
case_0021/peer_68	case_0021	peer_68	train	RSN5803_IWATE_55445EW	RSN5803_IWATE_55445NS	5	5	6	120.0	120.0	144.0	0.11001089960336685	0.12708279490470886	59.9900016784668	59.9900016784668	1.0	1.0	0.5455641746520996	0.7768110632896423	0.001701959758065641	0.1701959758065641	0	0.0
case_0022/peer_80	case_0022	peer_80	train	RSN6965_DARFIELD_SBRCS31E	RSN6965_DARFIELD_SBRCS59W	6	6	5	132.0	132.0	144.0	0.14887920022010803	0.15326720476150513	63.775001525878906	63.775001525878906	1.0	1.0	1.3986948728561401	1.4092645645141602	0.0029829279519617558	0.2982927951961756	0	0.0
case_0023/peer_1	case_0023	peer_1	test	RSN15_KERN_TAF021	RSN15_KERN_TAF111	2	6	5	156.0	156.0	144.0	0.1588854044675827	0.18028570711612701	54.34000015258789	54.36000061035156	1.0	1.0	0.7134211659431458	0.543691098690033	0.0034221045207232237	0.34221045207232237	0	0.0
case_0024/peer_5	case_0024	peer_5	validation	RSN290_ITALY_A-MER000	RSN290_ITALY_A-MER270	5	4	4	144.0	144.0	132.0	0.1075986996293068	0.14047490060329437	42.66189956665039	42.66189956665039	1.0	1.0	1.4547284841537476	1.6327391862869263	0.004618062172085047	0.4618062172085047	0	0.0
case_0025/peer_15	case_0025	peer_15	train	RSN884_LANDERS_PSA000	RSN884_LANDERS_PSA090	5	2	5	180.0	180.0	144.0	0.07562214136123657	0.08898472785949707	59.97999954223633	59.97999954223633	1.0	1.0	2.2826027870178223	1.946920394897461	0.0056366329081356525	0.5636632908135653	5	0.0016666667070239782
case_0026/peer_9	case_0026	peer_9	train	RSN838_LANDERS_BRS000	RSN838_LANDERS_BRS090	7	2	6	144.0	144.0	156.0	0.13045910000801086	0.13544949889183044	39.97999954223633	39.97999954223633	1.0	1.0	2.474416732788086	2.363571882247925	0.004370949696749449	0.4370949696749449	3	0.001500000013038516
case_0027/peer_11	case_0027	peer_11	train	RSN864_LANDERS_JOS000	RSN864_LANDERS_JOS090	8	2	4	132.0	132.0	120.0	0.27358388900756836	0.2839497923851013	43.97999954223633	43.97999954223633	1.0	1.0	4.134991645812988	4.117897987365723	0.010764094069600105	1.0764094069600105	126	0.05727272853255272
case_0028/peer_28	case_0028	peer_28	test	RSN3757_LANDERS_NPF090	RSN3757_LANDERS_NPF180	5	3	5	156.0	156.0	120.0	0.13891060650348663	0.13869939744472504	55.875	55.875	1.0	1.0	1.1662198305130005	1.2595877647399902	0.0038906969130039215	0.38906969130039215	0	0.0
case_0029/peer_70	case_0029	peer_70	validation	RSN5817_IWATE_48A51EW	RSN5817_IWATE_48A51NS	6	4	4	120.0	120.0	156.0	0.1568116992712021	0.19455620646476746	119.98999786376953	119.98999786376953	1.0	1.0	1.9694149494171143	1.0923231840133667	0.0033964375033974648	0.3396437503397465	0	0.0
case_0030/peer_13	case_0030	peer_13	test	RSN881_LANDERS_MVH045	RSN881_LANDERS_MVH135	5	2	2	120.0	120.0	168.0	0.22304779291152954	0.16430449485778809	56.064998626708984	56.060001373291016	1.0	1.0	3.2282142639160156	1.8098578453063965	0.006393834017217159	0.6393834017217159	0	0.0
case_0031/peer_29	case_0031	peer_29	train	RSN3758_LANDERS_TPP045	RSN3758_LANDERS_TPP135	5	2	5	120.0	120.0	120.0	0.10032220184803009	0.11637230217456818	56.90999984741211	56.90999984741211	1.0	1.0	0.4960765540599823	0.6030457615852356	0.001743098720908165	0.1743098720908165	0	0.0
case_0032/peer_6	case_0032	peer_6	train	RSN776_LOMAP_HSP000	RSN776_LOMAP_HSP090	4	3	3	168.0	168.0	132.0	0.3699328899383545	0.17865140736103058	59.9900016784668	59.9900016784668	1.0	1.0	7.193645000457764	1.787829875946045	0.01732824370265007	1.732824370265007	0	0.0
case_0033/peer_61	case_0033	peer_61	train	RSN5774_IWATE_54008EW	RSN5774_IWATE_54008NS	7	6	3	168.0	168.0	132.0	0.16415530443191528	0.19785909354686737	59.9900016784668	59.9900016784668	1.0	1.0	2.757129430770874	3.1690285205841064	0.00691109849140048	0.691109849140048	0	0.0
case_0034/peer_45	case_0034	peer_45	train	RSN4889_CHUETSU_6E1C1EW	RSN4889_CHUETSU_6E1C1NS	4	3	5	156.0	156.0	168.0	0.2761665880680084	0.24776870012283325	119.98999786376953	119.98999786376953	1.0	1.0	3.080883264541626	2.2620480060577393	0.007557425182312727	0.7557425182312727	1	8.333333244081587e-05
case_0035/peer_21	case_0035	peer_21	train	RSN1057_NORTHR_SAR000	RSN1057_NORTHR_SAR270	5	5	2	168.0	168.0	144.0	0.14348949491977692	0.07005391269922256	44.97999954223633	44.97999954223633	1.0	1.0	3.142026424407959	1.6492794752120972	0.007022039964795113	0.7022039964795113	0	0.0
case_0036/peer_20	case_0036	peer_20	train	RSN1035_NORTHR_MAN000	RSN1035_NORTHR_MAN090	4	2	4	132.0	132.0	144.0	0.15612439811229706	0.12348339706659317	34.97999954223633	34.97999954223633	1.0	1.0	1.128125786781311	0.8706966042518616	0.003277561394497752	0.3277561394497752	0	0.0
case_0037/peer_75	case_0037	peer_75	train	RSN6923_DARFIELD_KPOCN15E	RSN6923_DARFIELD_KPOCS75E	6	6	6	144.0	144.0	168.0	0.35965099930763245	0.30145931243896484	73.7249984741211	73.7249984741211	1.0	1.0	3.5664961338043213	4.086819648742676	0.008427697233855724	0.8427697233855724	0	0.0
case_0038/peer_22	case_0038	peer_22	train	RSN1100_KOBE_ABN000	RSN1100_KOBE_ABN090	6	2	4	156.0	156.0	144.0	0.22063350677490234	0.23090849816799164	139.99000549316406	139.99000549316406	1.0	1.0	3.1067256927490234	1.6642937660217285	0.006090619135648012	0.6090619135648012	0	0.0
case_0039/peer_69	case_0039	peer_69	train	RSN5812_IWATE_44B61EW	RSN5812_IWATE_44B61NS	6	3	5	132.0	132.0	156.0	0.15360189974308014	0.20571430027484894	119.98999786376953	119.98999786376953	1.0	1.0	1.2484935522079468	0.8963611721992493	0.0022328714840114117	0.22328714840114117	0	0.0
case_0040/peer_36	case_0040	peer_36	train	RSN4849_CHUETSU_65012EW	RSN4849_CHUETSU_65012NS	2	5	5	144.0	144.0	156.0	0.21369929611682892	0.25289350748062134	59.9900016784668	59.9900016784668	1.0	1.0	0.5521188974380493	0.613325297832489	0.002771690022200346	0.2771690022200346	0	0.0
case_0041/peer_19	case_0041	peer_19	test	RSN1026_NORTHR_LOA092	RSN1026_NORTHR_LOA182	2	3	4	132.0	132.0	132.0	0.08135628700256348	0.14747029542922974	39.97999954223633	39.97999954223633	1.0	1.0	0.08741358667612076	0.12694047391414642	0.0006505519850179553	0.06505519850179553	0	0.0
case_0042/peer_27	case_0042	peer_27	train	RSN3753_LANDERS_FVR045	RSN3753_LANDERS_FVR135	6	6	3	132.0	132.0	156.0	0.2158879041671753	0.20610669255256653	56.459999084472656	56.45500183105469	1.0	1.0	3.438894033432007	2.0833733081817627	0.006701468490064144	0.6701468490064144	0	0.0
case_0043/peer_2	case_0043	peer_2	train	RSN88_SFERN_FSD172	RSN88_SFERN_FSD262	7	6	2	132.0	132.0	120.0	0.1548748016357422	0.15483680367469788	39.994998931884766	39.994998931884766	1.0	1.0	0.6285122036933899	0.6259297132492065	0.0015243018278852105	0.15243018278852105	0	0.0
case_0044/peer_8	case_0044	peer_8	train	RSN806_LOMAP_SVL270	RSN806_LOMAP_SVL360	3	5	4	120.0	120.0	168.0	0.20736660063266754	0.20723970234394073	39.28499984741211	39.310001373291016	1.0	1.0	0.8007299304008484	0.8927481174468994	0.002984617603942752	0.2984617603942752	0	0.0
case_0045/peer_63	case_0045	peer_63	test	RSN5783_IWATE_54026EW	RSN5783_IWATE_54026NS	7	6	3	156.0	156.0	120.0	0.1416631042957306	0.1604955941438675	119.98999786376953	119.98999786376953	1.0	1.0	2.039309024810791	1.3185733556747437	0.0040731895714998245	0.40731895714998245	0	0.0
case_0046/peer_76	case_0046	peer_76	train	RSN6933_DARFIELD_MAYCN14E	RSN6933_DARFIELD_MAYCN76W	8	4	3	180.0	180.0	144.0	0.0677504763007164	0.06200487166643143	54.244998931884766	54.244998931884766	1.0	1.0	0.9158118367195129	0.8648954033851624	0.0014883794356137514	0.14883794356137514	0	0.0
case_0047/peer_66	case_0047	peer_66	validation	RSN5786_IWATE_54038EW	RSN5786_IWATE_54038NS	5	5	5	120.0	120.0	120.0	0.17575280368328094	0.18028870224952698	59.9900016784668	59.9900016784668	1.0	1.0	0.7651407122612	0.8299705982208252	0.002612232929095626	0.2612232929095626	0	0.0
case_0048/peer_64	case_0048	peer_64	validation	RSN5784_IWATE_54031EW	RSN5784_IWATE_54031NS	3	2	3	144.0	144.0	132.0	0.10527510195970535	0.1381680965423584	59.9900016784668	59.9900016784668	1.0	1.0	0.31382936239242554	0.5996638536453247	0.0021166817750781775	0.21166817750781775	0	0.0
case_0049/peer_82	case_0049	peer_82	train	RSN6988_DARFIELD_WSFCN38W	RSN6988_DARFIELD_WSFCS52W	3	2	4	120.0	120.0	132.0	0.06653839349746704	0.06946559995412827	55.85499954223633	55.85499954223633	1.0	1.0	0.1214122325181961	0.13257257640361786	0.0005593783571384847	0.05593783571384847	0	0.0
case_0050/peer_39	case_0050	peer_39	train	RSN4859_CHUETSU_65029EW	RSN4859_CHUETSU_65029NS	5	6	2	120.0	120.0	132.0	0.12474919855594635	0.10792960226535797	59.9900016784668	59.9900016784668	1.0	1.0	0.8810549974441528	0.6554663777351379	0.002238725544884801	0.2238725544884801	0	0.0
case_0051/peer_38	case_0051	peer_38	test	RSN4857_CHUETSU_65027EW	RSN4857_CHUETSU_65027NS	7	5	3	180.0	180.0	132.0	0.08538492023944855	0.07594464719295502	59.9900016784668	59.9900016784668	1.0	1.0	3.8261642456054688	3.185809850692749	0.00855273474007845	0.8552734740078449	0	0.0
case_0052/peer_43	case_0052	peer_43	train	RSN4882_CHUETSU_65321EW	RSN4882_CHUETSU_65321NS	2	6	2	168.0	168.0	120.0	0.396196186542511	0.2662675976753235	119.98999786376953	119.98999786376953	1.0	1.0	0.5825418829917908	0.6004822850227356	0.003984450828284025	0.3984450828284025	0	0.0
case_0053/peer_79	case_0053	peer_79	train	RSN6961_DARFIELD_RKACN14E	RSN6961_DARFIELD_RKACS76E	8	4	4	120.0	120.0	144.0	0.16670849919319153	0.19123150408267975	65.08499908447266	65.08499908447266	1.0	1.0	2.2574446201324463	1.4155009984970093	0.0033723146189004183	0.33723146189004183	0	0.0
case_0054/peer_37	case_0054	peer_37	train	RSN4853_CHUETSU_65019EW	RSN4853_CHUETSU_65019NS	3	3	5	132.0	132.0	168.0	0.2739151120185852	0.21037229895591736	59.9900016784668	59.9900016784668	1.0	1.0	2.2975780963897705	1.7464332580566406	0.007393738720566034	0.7393738720566034	3	0.0005000000237487257
case_0055/peer_25	case_0055	peer_25	train	RSN1118_KOBE_TDO000	RSN1118_KOBE_TDO090	6	4	3	144.0	144.0	132.0	0.2960222065448761	0.1942155957221985	139.99000549316406	139.99000549316406	1.0	1.0	2.3385159969329834	1.1714653968811035	0.0049673221074044704	0.49673221074044704	2	0.0001428571413271129
case_0056/peer_18	case_0056	peer_18	validation	RSN1008_NORTHR_W15090	RSN1008_NORTHR_W15180	2	2	2	180.0	180.0	144.0	0.09887105226516724	0.17320260405540466	39.97999954223633	39.97999954223633	1.0	1.0	0.38321352005004883	0.3990105986595154	0.0021655831951647997	0.21655831951647997	0	0.0
case_0057/peer_42	case_0057	peer_42	train	RSN4880_CHUETSU_65085EW	RSN4880_CHUETSU_65085NS	6	4	4	120.0	120.0	168.0	0.12539300322532654	0.11166460067033768	59.9900016784668	59.9900016784668	1.0	1.0	2.152899980545044	1.6467312574386597	0.00398989487439394	0.398989487439394	0	0.0
case_0058/peer_74	case_0058	peer_74	train	RSN6896_DARFIELD_DORCN20W	RSN6896_DARFIELD_DORCN70E	7	4	2	120.0	120.0	120.0	0.08280017226934433	0.08634220063686371	61.94499969482422	61.94499969482422	1.0	1.0	0.5083392858505249	0.7295613288879395	0.001441058237105608	0.1441058237105608	0	0.0
case_0059/peer_7	case_0059	peer_7	validation	RSN800_LOMAP_SJW160	RSN800_LOMAP_SJW250	5	3	3	168.0	168.0	144.0	0.0915173590183258	0.11230070143938065	39.9900016784668	39.98500061035156	1.0	1.0	1.1209522485733032	1.1614887714385986	0.002959457691758871	0.2959457691758871	0	0.0
case_0060/peer_10	case_0060	peer_10	train	RSN850_LANDERS_DSP000	RSN850_LANDERS_DSP090	8	3	5	168.0	168.0	132.0	0.1712280958890915	0.15406060218811035	49.97999954223633	49.97999954223633	1.0	1.0	3.0971450805664062	3.9723122119903564	0.007684213574975729	0.7684213574975729	15	0.006000000052154064
case_0061/peer_44	case_0061	peer_44	train	RSN4883_CHUETSU_690E1EW	RSN4883_CHUETSU_690E1NS	3	3	4	132.0	132.0	156.0	0.16335639357566833	0.13359379768371582	119.98999786376953	119.98999786376953	1.0	1.0	1.2575796842575073	0.7307408452033997	0.003934518899768591	0.3934518899768591	0	0.0
case_0062/peer_3	case_0062	peer_3	validation	RSN93_SFERN_WND143	RSN93_SFERN_WND233	8	6	6	144.0	144.0	132.0	0.10120709985494614	0.10807619988918304	39.994998931884766	39.994998931884766	1.0	1.0	0.7353726625442505	0.9552450180053711	0.001718234154395759	0.1718234154395759	0	0.0
case_0063/peer_17	case_0063	peer_17	train	RSN1002_NORTHR_VRM000	RSN1002_NORTHR_VRM090	7	4	6	144.0	144.0	120.0	0.13723069429397583	0.0675073117017746	37.41999816894531	37.41999816894531	1.0	1.0	1.2483903169631958	0.5854550004005432	0.002219218760728836	0.2219218760728836	0	0.0
case_0064/peer_41	case_0064	peer_41	train	RSN4862_CHUETSU_65035EW	RSN4862_CHUETSU_65035NS	2	4	4	120.0	120.0	156.0	0.22909219563007355	0.21550899744033813	59.9900016784668	59.9900016784668	1.0	1.0	0.3319717347621918	0.2342306673526764	0.0013386509381234646	0.13386509381234646	0	0.0
case_0065/peer_16	case_0065	peer_16	train	RSN1000_NORTHR_PIC090	RSN1000_NORTHR_PIC180	8	4	3	120.0	120.0	120.0	0.10292310267686844	0.18625900149345398	39.9900016784668	39.9900016784668	1.0	1.0	1.082903504371643	2.0623488426208496	0.003660498885437846	0.3660498885437846	0	0.0
case_0066/peer_65	case_0066	peer_65	train	RSN5785_IWATE_54036EW	RSN5785_IWATE_54036NS	5	5	5	120.0	120.0	156.0	0.1629423052072525	0.11663530021905899	59.9900016784668	59.9900016784668	1.0	1.0	1.8031954765319824	1.206168532371521	0.0038557949010282755	0.38557949010282755	0	0.0
case_0067/peer_40	case_0067	peer_40	test	RSN4860_CHUETSU_65033EW	RSN4860_CHUETSU_65033NS	6	3	2	180.0	180.0	156.0	0.26193109154701233	0.3228605091571808	59.9900016784668	59.9900016784668	1.0	1.0	3.9827048778533936	6.6409196853637695	0.012644145637750626	1.2644145637750626	0	0.0
case_0068/peer_62	case_0068	peer_62	train	RSN5777_IWATE_54011EW	RSN5777_IWATE_54011NS	5	3	3	156.0	156.0	120.0	0.16693450510501862	0.14851810038089752	59.9900016784668	59.9900016784668	1.0	1.0	1.7347769737243652	0.9138897061347961	0.004429646767675877	0.44296467676758766	0	0.0
case_0069/peer_67	case_0069	peer_67	train	RSN5801_IWATE_55442EW	RSN5801_IWATE_55442NS	8	4	2	120.0	120.0	168.0	0.14493779838085175	0.19040289521217346	59.9900016784668	59.9900016784668	1.0	1.0	2.7851176261901855	2.524031639099121	0.00395443057641387	0.395443057641387	0	0.0
case_0070/peer_4	case_0070	peer_4	test	RSN167_IMPVALL.H_H-CMP015	RSN167_IMPVALL.H_H-CMP285	2	2	2	144.0	144.0	132.0	0.18663910031318665	0.14707009494304657	57.02000045776367	57.02000045776367	1.0	1.0	0.27422621846199036	0.1956447958946228	0.00143595936242491	0.143595936242491	0	0.0
case_0071/peer_35	case_0071	peer_35	train	RSN4840_CHUETSU_65003EW	RSN4840_CHUETSU_65003NS	6	4	2	168.0	168.0	156.0	0.176276296377182	0.09089092910289764	59.9900016784668	59.9900016784668	1.0	1.0	3.3377134799957275	2.6491012573242188	0.006826676893979311	0.6826676893979311	0	0.0
case_0072/peer_30	case_0072	peer_30	validation	RSN3759_LANDERS_WWT180	RSN3759_LANDERS_WWT270	7	2	3	180.0	180.0	156.0	0.12281209975481033	0.12350679934024811	56.595001220703125	56.59000015258789	1.0	1.0	1.5596932172775269	1.2119603157043457	0.002576477127149701	0.2576477127149701	0	0.0
case_0073/peer_23	case_0073	peer_23	train	RSN1104_KOBE_FKS000	RSN1104_KOBE_FKS090	7	6	2	180.0	180.0	156.0	0.18455709517002106	0.21509380638599396	79.98999786376953	79.98999786376953	1.0	1.0	8.416666030883789	6.0866875648498535	0.015485135838389397	1.5485135838389397	0	0.0
case_0074/peer_26	case_0074	peer_26	train	RSN1121_KOBE_YAE000	RSN1121_KOBE_YAE090	6	6	5	180.0	180.0	132.0	0.1576341986656189	0.14721469581127167	89.0199966430664	89.0199966430664	1.0	1.0	3.6255946159362793	3.625551700592041	0.009822162799537182	0.9822162799537182	0	0.0
case_0075/peer_68	case_0075	peer_68	train	RSN5803_IWATE_55445EW	RSN5803_IWATE_55445NS	4	5	5	132.0	132.0	132.0	0.11001089960336685	0.12708279490470886	59.9900016784668	59.9900016784668	1.0	1.0	0.5423278212547302	0.7384768724441528	0.0022738014813512564	0.22738014813512564	0	0.0
case_0076/peer_80	case_0076	peer_80	train	RSN6965_DARFIELD_SBRCS31E	RSN6965_DARFIELD_SBRCS59W	2	3	4	168.0	168.0	120.0	0.14887920022010803	0.15326720476150513	63.775001525878906	63.775001525878906	1.0	1.0	0.3808979392051697	0.30911150574684143	0.002329630544409156	0.23296305444091558	0	0.0
case_0077/peer_1	case_0077	peer_1	test	RSN15_KERN_TAF021	RSN15_KERN_TAF111	8	2	6	180.0	180.0	132.0	0.1588854044675827	0.18028570711612701	54.34000015258789	54.36000061035156	1.0	1.0	3.3067233562469482	2.6372647285461426	0.0061142342165112495	0.611423421651125	0	0.0
case_0078/peer_5	case_0078	peer_5	validation	RSN290_ITALY_A-MER000	RSN290_ITALY_A-MER270	5	5	5	180.0	180.0	120.0	0.1075986996293068	0.14047490060329437	42.66189956665039	42.66189956665039	1.0	1.0	1.6142358779907227	2.2880098819732666	0.006363514345139265	0.6363514345139265	0	0.0
case_0079/peer_15	case_0079	peer_15	train	RSN884_LANDERS_PSA000	RSN884_LANDERS_PSA090	6	2	2	132.0	132.0	168.0	0.07562214136123657	0.08898472785949707	59.97999954223633	59.97999954223633	1.0	1.0	1.3327698707580566	1.7698966264724731	0.0030154618434607983	0.3015461843460798	0	0.0
case_0080/peer_9	case_0080	peer_9	train	RSN838_LANDERS_BRS000	RSN838_LANDERS_BRS090	4	2	2	144.0	144.0	132.0	0.13045910000801086	0.13544949889183044	39.97999954223633	39.97999954223633	1.0	1.0	0.44583436846733093	0.736569344997406	0.002064220840111375	0.20642208401113749	0	0.0
case_0081/peer_11	case_0081	peer_11	train	RSN864_LANDERS_JOS000	RSN864_LANDERS_JOS090	5	4	6	180.0	180.0	132.0	0.27358388900756836	0.2839497923851013	43.97999954223633	43.97999954223633	1.0	1.0	4.223481178283691	4.871097087860107	0.013855948112905025	1.3855948112905025	115	0.052272725850343704
case_0082/peer_28	case_0082	peer_28	test	RSN3757_LANDERS_NPF090	RSN3757_LANDERS_NPF180	5	6	5	168.0	168.0	132.0	0.13891060650348663	0.13869939744472504	55.875	55.875	1.0	1.0	1.382771611213684	1.7970178127288818	0.004585311748087406	0.4585311748087406	0	0.0
case_0083/peer_70	case_0083	peer_70	validation	RSN5817_IWATE_48A51EW	RSN5817_IWATE_48A51NS	4	6	2	120.0	120.0	144.0	0.1568116992712021	0.19455620646476746	119.98999786376953	119.98999786376953	1.0	1.0	0.8040160536766052	0.9298835396766663	0.002761144656687975	0.2761144656687975	0	0.0
case_0084/peer_13	case_0084	peer_13	test	RSN881_LANDERS_MVH045	RSN881_LANDERS_MVH135	8	2	3	156.0	156.0	132.0	0.22304779291152954	0.16430449485778809	56.064998626708984	56.060001373291016	1.0	1.0	3.7817270755767822	2.9823153018951416	0.006869761738926172	0.6869761738926172	0	0.0
case_0085/peer_29	case_0085	peer_29	train	RSN3758_LANDERS_TPP045	RSN3758_LANDERS_TPP135	5	5	4	144.0	144.0	132.0	0.10032220184803009	0.11637230217456818	56.90999984741211	56.90999984741211	1.0	1.0	1.2393779754638672	1.834576964378357	0.004697027150541544	0.4697027150541544	0	0.0
case_0086/peer_6	case_0086	peer_6	train	RSN776_LOMAP_HSP000	RSN776_LOMAP_HSP090	6	2	6	120.0	120.0	168.0	0.3699328899383545	0.17865140736103058	59.9900016784668	59.9900016784668	1.0	1.0	7.961552619934082	2.3350110054016113	0.01288517750799656	1.288517750799656	0	0.0
